arasaacId,lemma,label,pos,lang,category,core,rationale
2246,olio,olio,NOUN,it,cibo,false,Italian table essential, condiment request
4626,colazione,colazione,NOUN,it,cibo,false,Daily routine meal, schedule vocabulary
4611,pranzo,pranzo,NOUN,it,cibo,false,Daily routine meal, schedule vocabulary
4592,cena,cena,NOUN,it,cibo,false,Daily routine meal, schedule vocabulary
4694,merenda,fare merenda,NOUN,it,cibo,true,High-frequency child request, daily routine
35559,fame,fame,NOUN,it,cibo,true,Basic need expression, vital daily communication
4963,sete,sete,NOUN,it,cibo,true,Basic need expression, vital daily communication
6964,casa,casa,NOUN,it,casa-oggetti,true,Anchor place word: going home, being home, daily routines
25900,letto,letto,NOUN,it,casa-oggetti,true,Requests sleep and rest, central daily routine
5921,bagno,bagno,NOUN,it,casa-oggetti,true,Critical need word: asking for the toilet
26479,telefono,telefono,NOUN,it,casa-oggetti,true,Requests calls and contact with family
25498,televisione,televisione,NOUN,it,casa-oggetti,true,Very frequent leisure request at home
9813,giocattolo,giocattolo,NOUN,it,casa-oggetti,true,Generic play request covering many toys
24801,scarpe,scarpe,NOUN,it,casa-oggetti,true,Signals going out; daily dressing routine
3129,tavolo,tavolo,NOUN,it,casa-oggetti,false,Mealtime and activity location, used daily
3155,sedia,sedia,NOUN,it,casa-oggetti,false,Sitting requests and mealtime routine
3244,porta,porta,NOUN,it,casa-oggetti,false,Open/close requests, transitions between rooms
2611,finestra,finestra,NOUN,it,casa-oggetti,false,Open/close requests, sensory regulation
33070,cucina,cucina,NOUN,it,casa-oggetti,false,Key room, pairs with food requests
28099,tablet,tablet,NOUN,it,casa-oggetti,false,Highly motivating leisure and AAC device request
25191,libro,libro,NOUN,it,casa-oggetti,false,Shared reading, common leisure request
2282,penna,penna,NOUN,it,casa-oggetti,false,Everyday writing/drawing tool request
2475,zaino,zaino,NOUN,it,casa-oggetti,false,School and outing routine object
3241,palla,palla,NOUN,it,casa-oggetti,false,Classic motivating play request
2610,bicchiere,bicchiere,NOUN,it,casa-oggetti,false,Supports drink requests at every meal
2532,piatto,piatto,NOUN,it,casa-oggetti,false,Mealtime object, avoids cymbal homonym 8364
2362,cucchiaio,cucchiaio,NOUN,it,casa-oggetti,false,Daily cutlery, feeding independence vocabulary
2588,forchetta,forchetta,NOUN,it,casa-oggetti,false,Daily cutlery, feeding independence vocabulary
4931,coltello,coltello,NOUN,it,casa-oggetti,false,Completes cutlery set for mealtime
8094,sapone,sapone,NOUN,it,casa-oggetti,false,Handwashing routine, hygiene sequence step
2593,asciugamano,asciugamano,NOUN,it,casa-oggetti,false,Washing and bathing routine object
2694,spazzolino,spazzolino,NOUN,it,casa-oggetti,false,Toothbrushing routine, twice-daily use
2858,dentifricio,dentifricio,NOUN,it,casa-oggetti,false,Pairs with spazzolino in hygiene sequence
2862,carta igienica,carta igienica,NOUN,it,casa-oggetti,false,Toileting independence, frequent bathroom need
17284,fazzoletto,fazzoletto,NOUN,it,casa-oggetti,false,Nose-wiping need, very frequent with children
2522,pigiama,pigiama,NOUN,it,casa-oggetti,false,Bedtime routine dressing object
3296,giacca,giacca,NOUN,it,casa-oggetti,false,Going-out routine, hot/cold communication
3329,occhiali,occhiali,NOUN,it,casa-oggetti,false,Personal daily-worn item, often searched for
2451,chiavi,chiavi,NOUN,it,casa-oggetti,false,Leaving-home routine, frequently requested object
8619,luce,luce,NOUN,it,casa-oggetti,false,On/off requests, sensory comfort at bedtime
25479,divano,divano,NOUN,it,casa-oggetti,false,Main rest and leisure spot at home
2250,cuscino,cuscino,NOUN,it,casa-oggetti,false,Comfort object for sleep and rest
2459,coperta,coperta,NOUN,it,casa-oggetti,false,Warmth/comfort request, bedtime routine
8573,specchio,specchio,NOUN,it,casa-oggetti,false,Grooming routine, self-recognition activities
2370,doccia,doccia,NOUN,it,casa-oggetti,false,Daily washing routine object
3272,frigorifero,frigorifero,NOUN,it,casa-oggetti,false,Where food lives; supports snack requests
2549,orologio,orologio,NOUN,it,casa-oggetti,false,Time talk: when, waiting, schedules
2673,testa,testa,NOUN,it,corpo-salute,false,Parte del corpo base, indica dolore e bisogni
2876,occhio,occhi,NOUN,it,corpo-salute,false,Pittogramma occhi (plurale) piu chiaro; uso quotidiano
2871,orecchio,orecchio,NOUN,it,corpo-salute,false,Localizza dolore (otite) e riferimenti all'udito
2887,naso,naso,NOUN,it,corpo-salute,false,Naso chiuso, soffiare il naso: bisogni frequenti
2663,bocca,bocca,NOUN,it,corpo-salute,false,Legata a mangiare, bere, dolore orale
10267,dente,dente,NOUN,it,corpo-salute,false,Mal di denti e igiene orale quotidiana
2944,lingua,lingua,NOUN,it,corpo-salute,false,Parte del corpo visibile, gusto e articolazione
2727,collo,collo,NOUN,it,corpo-salute,false,Localizza dolore cervicale e mal di gola
2851,capelli,capelli,NOUN,it,corpo-salute,false,Cura personale quotidiana; plurale tantum in italiano
2928,mano,mano,NOUN,it,corpo-salute,false,Parte del corpo piu usata: lavarsi, ferite
2669,braccio,braccio,NOUN,it,corpo-salute,false,Localizza dolore e movimento; pittogramma core ARASAAC
8666,gamba,gamba,NOUN,it,corpo-salute,false,Dolore e mobilita; pittogramma core ARASAAC
25327,piede,piede,NOUN,it,corpo-salute,false,Dolore, scarpe, camminare; pittogramma core ARASAAC
2786,pancia,pancia,NOUN,it,corpo-salute,false,Sede di dolori frequentissimi nei bambini
2748,schiena,schiena,NOUN,it,corpo-salute,false,Dolore comune in adulti con disabilita motorie
5504,male,male,DESCRIPTOR,it,corpo-salute,true,'Fa male/sto male': avverbio nonostante type 2 ARASAAC
2367,dolore,dolore,NOUN,it,corpo-salute,false,Segnalare dolore e vitale e urgente
28651,mal di testa,mal di testa,NOUN,it,corpo-salute,false,Sintomo composto frequentissimo, difficile da mimare
39664,mal di pancia,mal di pancia,NOUN,it,corpo-salute,false,Sintomo quotidiano chiave per bambini non verbali
32530,febbre,febbre,NOUN,it,corpo-salute,true,Sintomo urgente da comunicare; pittogramma core ARASAAC
35585,tosse,tosse,NOUN,it,corpo-salute,false,Sintomo respiratorio comune e riconoscibile
32296,malato,malato,DESCRIPTOR,it,corpo-salute,true,'Sono malato': stato generale, apre richieste di aiuto
8163,medicina,medicina,NOUN,it,corpo-salute,true,Terapie quotidiane; richiedere o rifiutare farmaci
3306,cerotto,cerotto,NOUN,it,corpo-salute,false,Piccole ferite: richiesta concreta e frequente
32051,termometro,termometro,NOUN,it,corpo-salute,false,Routine febbre; pittogramma core ARASAAC
2777,vomitare,vomitare,VERB,it,corpo-salute,false,Sintomo urgente, previene emergenze non comunicate
35533,felice,felice,DESCRIPTOR,it,emozioni,true,Basic positive emotion, needed daily; consistent face set.
35545,triste,triste,DESCRIPTOR,it,emozioni,true,Basic negative emotion, essential for self-report.
35539,arrabbiato,arrabbiato,DESCRIPTOR,it,emozioni,true,Expressing anger prevents behavioral escalation.
35537,stanco,stanco,DESCRIPTOR,it,emozioni,true,Frequent physical state; explains refusals and requests rest.
35535,spaventato,spaventato,DESCRIPTOR,it,emozioni,false,Communicating fear is critical for safety and comfort.
35531,annoiato,annoiato,DESCRIPTOR,it,emozioni,false,Lets user request activity change without acting out.
35529,sorpreso,sorpreso,DESCRIPTOR,it,emozioni,false,Basic emotion, common in social commenting.
35547,contento,contento,DESCRIPTOR,it,emozioni,false,Everyday Italian synonym of felice, very high frequency.
35541,confuso,confuso,DESCRIPTOR,it,emozioni,false,Signals incomprehension; prompts partner to rephrase.
31310,tranquillo,tranquillo,DESCRIPTOR,it,emozioni,false,Calm state; key word in self-regulation routines.
38930,nervoso,nervoso,DESCRIPTOR,it,emozioni,false,Early warning of agitation, supports de-escalation.
36341,preoccupato,preoccupato,DESCRIPTOR,it,emozioni,false,Common adult state; distinct from paura.
5397,bene,bene,DESCRIPTOR,it,emozioni,false,High-frequency core adverb: sto bene, va bene.
35571,paura,paura,NOUN,it,emozioni,false,Ho paura: fixed everyday phrase, safety-relevant.
8020,amore,amore,NOUN,it,emozioni,false,Expressing affection; key for relationships and wellbeing.
6945,bolle,bolle,NOUN,it,scuola-gioco,false,Soap bubbles, highly motivating request word in therapy
4935,costruzioni,costruzioni,NOUN,it,scuola-gioco,false,Building blocks, everyday toy; plural is standard usage
2540,puzzle,puzzle,NOUN,it,scuola-gioco,false,Common structured play activity at school and home
26238,bambola,bambola,NOUN,it,scuola-gioco,false,Everyday pretend-play toy request
2340,macchinina,macchinina,NOUN,it,scuola-gioco,false,Toy car, everyday play request
4608,altalena,altalena,NOUN,it,scuola-gioco,false,Favorite playground request, strong sensory motivator
2859,parco,parco,NOUN,it,scuola-gioco,true,Frequent outing request: andiamo al parco
6935,bicicletta,bicicletta,NOUN,it,scuola-gioco,false,Common outdoor play and leisure activity
2359,quaderno,quaderno,NOUN,it,scuola-gioco,false,Daily school object for writing tasks
2440,matita,matita,NOUN,it,scuola-gioco,false,Basic daily writing tool at school
17016,pastelli,pastelli,NOUN,it,scuola-gioco,false,Colored pencils, covers requested word colori; plural standard
6664,forbici,forbici,NOUN,it,scuola-gioco,false,School scissors pictogram; forbici is everyday plurale tantum
2709,colla,colla,NOUN,it,scuola-gioco,false,Daily craft material for school activities
2348,colorare,colorare,VERB,it,scuola-gioco,false,Daily school and leisure activity verb
24791,musica,musica,NOUN,it,scuola-gioco,true,Top leisure request; also covers canzone (same pictogram)
8089,cartoni animati,cartoni animati,NOUN,it,scuola-gioco,true,Top screen-time request for children; plural is standard
24797,film,film,NOUN,it,scuola-gioco,false,Common leisure request, relevant for adult users too
7190,computer,computer,NOUN,it,scuola-gioco,false,School and adult leisure/work device request
7099,festa,festa,NOUN,it,scuola-gioco,false,Key social event word: birthdays, school parties
25381,regalo,regalo,NOUN,it,scuola-gioco,false,High-interest event word, birthdays and holidays
2339,macchina,macchina,NOUN,it,luoghi-trasporti,true,Most common family transport, requested daily
26654,autobus,autobus,NOUN,it,luoghi-trasporti,true,Everyday public transport, school and therapy commutes
3389,supermercato,supermercato,NOUN,it,luoghi-trasporti,true,Routine shopping destination, anticipates weekly outings
30516,piscina,piscina,NOUN,it,luoghi-trasporti,true,Frequent leisure and therapy activity destination
35695,negozio,negozio,NOUN,it,luoghi-trasporti,false,Generic shop, covers many errand contexts
36205,ospedale,ospedale,NOUN,it,luoghi-trasporti,false,Medical visits, essential for anticipating stressful routines
3313,farmacia,farmacia,NOUN,it,luoghi-trasporti,false,Common errand tied to health needs
3118,chiesa,chiesa,NOUN,it,luoghi-trasporti,false,Weekly family routine for many Italian users
2925,mare,mare,NOUN,it,luoghi-trasporti,false,Major Italian leisure destination, motivating request word
30518,spiaggia,spiaggia,NOUN,it,luoghi-trasporti,false,Concrete summer destination, complements mare
2909,montagna,montagna,NOUN,it,luoghi-trasporti,false,Common trip destination, contrasts with mare
2704,città,città,NOUN,it,luoghi-trasporti,false,Basic place concept, andare in città
2302,strada,strada,NOUN,it,luoghi-trasporti,false,Everyday environment word, road-safety talk
2603,treno,treno,NOUN,it,luoghi-trasporti,false,Common transport, high-interest word for many users
2264,aereo,aereo,NOUN,it,luoghi-trasporti,false,Trips and airplane spotting, motivating vocabulary
2480,moto,moto,NOUN,it,luoghi-trasporti,false,Frequent street vehicle, high-interest for children
6932,barca,barca,NOUN,it,luoghi-trasporti,false,Generic watercraft, holidays and harbor contexts
2580,taxi,taxi,NOUN,it,luoghi-trasporti,false,Alternative transport, useful for adults with aphasia
26925,metropolitana,metropolitana,NOUN,it,luoghi-trasporti,false,Urban daily transport in larger Italian cities
29905,stazione,stazione,NOUN,it,luoghi-trasporti,false,Transit landmark, anticipates train journeys
2499,fermata,fermata,NOUN,it,luoghi-trasporti,false,Bus-stop routine, requesting and anticipating stops
2567,semaforo,semaforo,NOUN,it,luoghi-trasporti,false,Street-crossing safety, concrete daily landmark
2260,ascensore,ascensore,NOUN,it,luoghi-trasporti,false,Daily mobility choice, key for wheelchair users
2379,scala,scala,NOUN,it,luoghi-trasporti,false,Daily mobility, contrasts with ascensore
32408,ristorante,ristorante,NOUN,it,luoghi-trasporti,false,Family outing destination, meal-out requests
32398,bar,bar,NOUN,it,luoghi-trasporti,false,Ubiquitous Italian social stop, breakfast and snacks
32747,adesso,adesso,DESCRIPTOR,it,tempo-natura,true,Temporal core word, anchors requests to the present.
13080,dopo,dopo,DESCRIPTOR,it,tempo-natura,true,Essential for schedules and waiting; adverb despite ARASAAC type 5.
32745,prima,prima,DESCRIPTOR,it,tempo-natura,true,Sequencing events; pairs with dopo in daily routines.
38276,oggi,oggi,DESCRIPTOR,it,tempo-natura,true,Daily time reference for plans and calendars.
38278,domani,domani,DESCRIPTOR,it,tempo-natura,false,Talking about future plans, very frequent daily.
38279,ieri,ieri,DESCRIPTOR,it,tempo-natura,false,Recounting past events, completes the day triad.
26799,giorno,giorno,NOUN,it,tempo-natura,false,Basic time unit; ARASAAC core-vocabulary time pictogram.
7181,notte,notte,NOUN,it,tempo-natura,false,Sleep and bedtime routines; day/night contrast.
25704,mattina,mattina,NOUN,it,tempo-natura,false,Structures daily routine communication.
26716,caldo,caldo,DESCRIPTOR,it,tempo-natura,false,Expressing temperature and discomfort, weather and food.
26865,freddo,freddo,DESCRIPTOR,it,tempo-natura,false,Expressing temperature and discomfort; pairs with caldo.
7252,sole,sole,NOUN,it,tempo-natura,false,Daily weather talk; common noun despite ARASAAC type 1.
3123,pioggia,pioggia,NOUN,it,tempo-natura,false,Frequent weather word affecting daily plans.
3135,neve,neve,NOUN,it,tempo-natura,false,Salient winter weather, high interest for children.
23731,vento,vento,NOUN,it,tempo-natura,false,Completes basic weather set for daily comments.
5604,estate,estate,NOUN,it,tempo-natura,false,Season word for holidays and calendar talk.
5493,inverno,inverno,NOUN,it,tempo-natura,false,Season contrast with estate; clothing and weather contexts.
3057,albero,albero,NOUN,it,tempo-natura,false,Common outdoor referent; ARASAAC core-vocabulary pictogram.
7104,fiore,fiore,NOUN,it,tempo-natura,false,Everyday nature noun, motivating for commenting.
2517,cane,cane,NOUN,it,tempo-natura,false,Most common pet, early-acquired high-interest noun.
7114,gatto,gatto,NOUN,it,tempo-natura,false,Common pet, early-acquired high-interest noun.
5584,sì,sì,SOCIAL,it,sociale,true,Affermazione base; ARASAAC t4 ma è interiezione sociale
5526,no,no,SOCIAL,it,sociale,true,Negazione/rifiuto base; ARASAAC t4 ma interiezione sociale
19524,aiuto,aiuto,NOUN,it,sociale,true,Richiesta di aiuto immediata, vitale per sicurezza
28429,basta,basta!,SOCIAL,it,sociale,true,Protesta/terminazione: unico modo per dire stop
37163,ancora,ancora,DESCRIPTOR,it,sociale,true,Richiesta di ripetizione, tra le parole AAC più usate
5508,più,più,DESCRIPTOR,it,sociale,true,Richiedere quantità maggiore in ogni contesto
6009,ciao,ciao,SOCIAL,it,sociale,false,Saluto universale di apertura conversazione
5896,arrivederci,arrivederci,SOCIAL,it,sociale,false,Chiusura di conversazione e congedo quotidiano
6944,buongiorno,buon giorno,SOCIAL,it,sociale,false,Saluto formale mattutino, routine quotidiana
6942,buonanotte,buona notte,SOCIAL,it,sociale,false,Routine serale, congedo prima di dormire
8128,grazie,grazie,SOCIAL,it,sociale,true,Cortesia fondamentale, usata più volte al giorno
8194,per favore,per favore,SOCIAL,it,sociale,true,Modula ogni richiesta con cortesia
11625,scusa,scusa,SOCIAL,it,sociale,false,Scusarsi/riparare; copre anche mi dispiace
29635,va bene,va bene,SOCIAL,it,sociale,false,Accordo/accettazione; ARASAAC t3 ma formula sociale fissa
7180,non lo so,non lo so,SOCIAL,it,sociale,false,Esprimere incertezza evita risposte forzate
11597,come stai,come stai?,SOCIAL,it,sociale,false,Avvia conversazione, interesse per l'altro
13630,sto bene,sto bene,SOCIAL,it,sociale,false,Risposta standard a come stai
11591,anche io,anche io,SOCIAL,it,sociale,false,Condividere/aderire; sostituisce anche assente
21917,mi piace,mi piace,SOCIAL,it,sociale,false,Commento positivo rapido su qualsiasi cosa
